#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
1,Jacob deGrom,NYM,SP,R,11.4,11.4,7.8,315.2,77.5,5.2,3.8,0,0,3.29,2.82,1.09,93.5,18.9,65.4,2.4,28.4,30.9,9,42.7,34.4,20.2,0.292
2,Aaron Nola,PHI,SP,R,11.4,11.4,6.7,310.2,73.0,4.4,4.1,0,0,3.97,3.53,1.28,77.5,24.7,68.4,3.0,32.6,35.3,10,46.9,30.5,19.9,0.296
3,Max Scherzer,WSH,SP,R,10.8,10.8,7.1,294.3,72.4,4.9,3.5,0,0,3.39,2.69,1.06,93.0,17.7,59.2,3.2,27.6,29.6,10,34.1,42.5,20.7,0.285
4,Zack Wheeler,PHI,SP,R,11.4,11.4,6.3,303.2,71.8,4.1,4.2,0,0,4.29,3.55,1.26,69.9,20.2,70.4,2.5,34.5,37.1,11,42.0,35.4,19.9,0.291
5,Trevor Bauer,CIN,SP,R,11.4,11.4,6.5,305.5,71.8,4.1,4.2,0,0,4.06,3.42,1.27,80.6,27.0,64.2,3.8,32.8,35.3,10,42.0,35.3,20.1,0.295
6,Gerrit Cole,NYY,SP,R,11.4,11.4,7.3,288.6,71.8,5.8,2.7,0,0,3.23,2.40,1.04,99.4,19.2,55.2,2.2,26.1,28.2,10,40.8,39.1,20.1,0.286
7,Zack Greinke,HOU,SP,R,11.4,11.4,6.4,302.7,71.8,5.1,3.3,0,0,4.16,3.66,1.23,65.9,16.2,71.9,1.9,34.0,36.6,12,43.4,36.5,20.1,0.295
8,Corey Kluber,TEX,SP,R,11.0,11.0,6.6,297.8,71.5,4.8,3.7,0,0,3.98,3.26,1.21,72.6,18.8,67.5,2.5,31.4,33.8,11,43.5,36.0,20.5,0.296
9,Mike Clevinger,CLE,SP,R,11.4,11.4,6.8,294.5,70.7,5.3,3.2,0,0,3.59,3.17,1.17,85.5,22.8,60.0,2.1,28.8,31.1,9,41.1,38.2,20.7,0.289
10,Madison Bumgarner,ARI,SP,L,11.4,11.4,5.9,303.4,70.7,3.6,4.5,0,0,4.70,3.83,1.31,63.3,19.7,72.8,3.0,36.9,39.3,12,36.5,39.7,21.1,0.295
11,Kyle Gibson,TEX,SP,R,11.4,11.4,6.3,297.9,69.5,4.6,3.8,0,0,4.20,3.70,1.36,63.7,25.7,68.7,2.5,32.1,35.0,9,51.0,28.5,20.5,0.303
12,Joe Musgrove,PIT,SP,R,11.4,11.4,6.0,297.3,69.5,3.6,4.5,0,0,4.48,3.78,1.31,60.1,18.0,73.2,3.3,34.0,36.6,10,42.0,33.9,21.4,0.304
13,Patrick Corbin,WSH,SP,L,11.4,11.4,6.7,292.3,69.5,4.6,3.7,0,0,3.67,3.38,1.25,75.6,22.6,64.1,2.0,28.7,31.3,9,46.0,30.6,20.7,0.300
14,Kyle Hendricks,CHC,SP,R,11.4,11.4,5.8,291.9,68.4,3.9,4.1,0,0,4.45,3.90,1.31,53.0,16.4,73.1,2.9,34.3,36.9,10,43.1,33.5,20.7,0.299
15,Jose Berrios,MIN,SP,R,11.4,11.4,5.9,291.6,68.4,4.7,3.3,0,0,4.35,3.64,1.27,66.7,20.0,67.1,3.6,33.9,36.3,11,41.0,38.2,20.8,0.295
16,Tanner Roark,TOR,SP,R,11.4,11.4,5.3,299.7,68.4,3.7,4.4,0,0,5.16,4.16,1.38,58.1,20.3,74.2,3.7,39.3,41.8,13,40.5,39.1,20.4,0.297
17,Dallas Keuchel,CHW,SP,L,11.4,11.4,5.9,299.3,68.4,4.3,3.7,0,0,4.40,4.13,1.41,52.3,23.1,73.5,2.5,33.4,36.6,9,55.5,24.4,20.1,0.306
18,Stephen Strasburg,WSH,SP,R,11.4,11.4,6.4,280.1,67.3,4.3,3.5,0,0,3.69,3.16,1.19,73.8,18.9,61.5,2.9,28.0,30.3,9,44.0,32.6,20.7,0.298
19,Walker Buehler,LAD,SP,R,11.4,11.4,6.6,277.8,67.3,4.8,3.2,0,0,3.53,3.09,1.15,73.8,17.9,59.2,2.6,26.7,29.0,9,44.2,33.4,19.8,0.292
20,Justin Verlander,HOU,SP,R,10.8,10.8,6.6,271.0,67.0,5.5,2.5,0,0,3.38,2.62,1.03,88.4,15.4,53.4,2.3,25.8,27.6,10,34.0,45.9,20.1,0.281
21,Shane Bieber,CLE,SP,R,11.4,11.4,6.4,271.5,66.1,4.9,2.9,0,0,3.55,3.03,1.12,72.1,12.7,61.2,2.0,26.7,28.9,9,45.7,33.6,20.7,0.296
22,Clayton Kershaw,LAD,SP,L,10.8,10.8,6.4,274.5,65.9,4.5,3.2,0,0,3.64,3.50,1.18,62.6,14.9,62.8,1.6,26.9,29.4,9,45.2,32.3,19.8,0.290
23,Marco Gonzales,SEA,SP,L,11.4,11.4,5.5,281.5,65.0,3.3,4.2,0,0,4.65,4.28,1.35,48.9,18.2,69.8,2.5,33.3,35.8,11,43.5,36.5,20.0,0.294
24,Rick Porcello,NYM,SP,R,11.4,11.4,5.3,281.4,65.0,3.4,4.3,0,0,4.83,4.04,1.34,54.5,17.4,69.6,3.1,34.8,37.2,11,40.7,36.5,20.2,0.297
25,Jon Lester,CHC,SP,L,11.4,11.4,5.2,285.6,65.0,3.5,4.2,0,0,4.85,4.32,1.41,53.8,22.0,69.6,2.3,35.5,38.0,10,41.4,35.2,20.7,0.298
26,Blake Snell,TB,SP,L,11.0,11.0,6.5,268.7,64.9,4.9,3.1,0,0,3.35,3.10,1.17,80.9,23.3,52.4,1.5,24.5,26.6,8,42.4,37.1,20.5,0.288
27,Mike Minor,TEX,SP,L,11.4,11.4,5.6,270.7,63.8,3.9,3.5,0,0,4.40,3.67,1.28,59.8,19.7,61.8,2.5,30.9,33.1,11,38.7,40.8,20.5,0.288
28,Brandon Woodruff,MIL,SP,R,11.4,11.4,5.7,271.8,63.8,3.8,3.7,0,0,4.15,3.51,1.30,65.9,22.8,60.2,2.9,29.7,32.1,9,44.7,31.9,20.7,0.301
29,Mike Fiers,OAK,SP,R,11.4,11.4,4.8,279.5,63.8,3.6,3.9,0,0,5.17,4.34,1.40,48.0,19.9,69.1,3.2,36.9,39.3,12,40.1,39.5,20.4,0.292
30,German Marquez,COL,SP,R,10.8,10.8,5.6,269.5,63.7,3.8,3.7,0,0,4.28,3.32,1.28,62.0,17.9,64.0,2.6,30.6,32.9,10,44.7,30.6,22.0,0.309
31,Reynaldo Lopez,CHW,SP,R,10.8,10.8,5.1,276.1,63.7,3.8,3.8,0,0,4.94,4.01,1.34,60.0,22.3,63.1,2.7,35.0,37.1,12,35.4,44.5,20.1,0.285
32,Johnny Cueto,SF,SP,R,10.8,10.8,5.5,275.5,63.7,3.1,4.3,0,0,4.52,4.21,1.34,49.8,20.0,65.6,3.0,31.3,33.7,10,42.4,34.8,20.1,0.294
33,Dylan Bundy,LAA,SP,R,11.4,11.4,5.4,266.6,62.7,4.2,3.4,0,0,4.44,3.66,1.26,62.4,19.1,59.8,2.5,31.2,33.2,11,37.8,42.2,20.0,0.287
34,Matthew Boyd,DET,SP,L,11.4,11.4,5.5,263.6,62.7,3.8,3.6,0,0,4.36,3.28,1.23,68.6,18.6,58.3,2.7,30.2,32.0,12,34.8,44.5,20.7,0.288
35,Luis Castillo,CIN,SP,R,11.4,11.4,5.8,265.1,62.7,3.7,3.7,0,0,3.92,3.40,1.27,67.0,22.8,57.0,2.4,27.7,30.1,8,47.3,29.9,20.1,0.297
36,Charlie Morton,TB,SP,R,11.4,11.4,6.3,260.7,62.7,4.5,3.0,0,0,3.46,3.05,1.18,71.6,19.9,54.0,3.7,24.4,26.6,7,48.5,31.0,20.5,0.297
37,Chris Paddack,SD,SP,R,11.0,11.0,5.8,261.7,62.7,3.7,3.7,0,0,4.00,3.34,1.19,63.0,16.3,58.0,2.8,27.7,29.8,9,39.3,37.7,20.3,0.289
38,Frankie Montas,OAK,SP,R,10.8,10.8,5.7,264.8,62.6,4.3,3.1,0,0,4.07,3.58,1.29,58.5,20.6,59.9,2.5,28.6,31.0,8,46.8,32.8,20.4,0.297
39,Mike Soroka,ATL,SP,R,10.8,10.8,5.6,267.6,62.6,3.7,3.6,0,0,4.18,3.82,1.32,51.6,17.1,65.5,2.6,29.2,31.8,8,48.7,27.6,21.0,0.302
40,Kyle Freeland,COL,SP,L,10.2,10.2,4.7,278.8,62.2,3.2,4.3,0,0,5.20,4.54,1.52,46.8,24.6,70.0,2.3,36.3,38.9,10,44.3,31.0,22.0,0.309
41,Mike Foltynewicz,ATL,SP,R,10.8,10.8,4.9,268.4,61.6,3.3,4.0,0,0,4.86,4.11,1.38,54.8,20.9,64.1,2.5,33.4,35.6,11,37.8,38.5,21.0,0.293
42,James Paxton,NYY,SP,L,10.8,10.8,5.8,254.7,61.6,4.7,2.9,0,0,3.81,3.01,1.18,72.1,18.6,54.0,1.6,26.5,28.4,10,41.1,38.9,20.1,0.290
43,Sandy Alcantara,MIA,SP,R,10.8,10.8,4.9,272.7,61.6,2.6,4.4,0,0,4.94,4.52,1.48,47.8,26.5,64.6,3.1,33.5,36.0,9,43.5,33.9,19.9,0.296
44,Jack Flaherty,STL,SP,R,11.4,11.4,5.9,256.8,61.6,3.8,3.4,0,0,3.72,3.20,1.20,69.7,20.6,53.2,2.7,25.6,27.6,8,39.6,37.1,20.6,0.288
45,Andrew Heaney,LAA,SP,L,10.2,10.2,5.6,255.2,61.2,4.4,3.1,0,0,3.99,3.25,1.18,66.1,17.2,55.1,2.7,27.3,29.3,10,39.7,40.3,20.0,0.286
46,Sean Manaea,OAK,SP,L,10.2,10.2,5.2,261.8,61.2,4.0,3.4,0,0,4.50,3.88,1.33,49.9,18.2,63.0,2.8,30.8,33.1,10,43.1,36.4,20.4,0.296
47,Cole Hamels,ATL,SP,L,10.2,10.2,5.3,265.9,61.2,3.6,3.8,0,0,4.39,3.98,1.36,56.4,21.1,61.9,3.5,30.0,32.4,9,44.5,31.8,21.0,0.299
48,Jon Gray,COL,SP,R,10.8,10.8,5.2,259.5,60.5,3.5,3.6,0,0,4.45,3.57,1.36,57.6,21.3,60.7,2.3,30.2,32.5,9,45.4,30.0,22.0,0.308
49,Jake Arrieta,PHI,SP,R,10.8,10.8,4.8,264.9,60.5,3.1,4.1,0,0,4.91,4.20,1.44,46.7,22.0,65.1,2.8,33.3,35.9,9,47.8,29.6,19.9,0.299
50,Miles Mikolas,STL,SP,R,9.6,9.6,5.3,256.7,60.5,3.3,3.8,0,0,4.36,3.81,1.29,44.4,12.3,65.5,2.9,29.3,31.7,8,46.0,30.7,20.6,0.301
51,Kevin Gausman,SF,SP,R,10.2,10.2,5.3,257.3,60.2,3.2,4.0,0,0,4.36,3.93,1.31,51.8,19.2,59.6,2.3,28.5,30.8,9,42.8,34.4,20.1,0.294
52,Pablo Lopez,MIA,SP,R,10.2,10.2,5.3,257.4,60.2,3.1,4.0,0,0,4.32,3.86,1.32,48.4,17.5,62.2,3.4,28.6,31.0,8,46.7,30.7,19.9,0.298
53,Carlos Carrasco,CLE,SP,R,9.6,9.6,5.6,247.3,59.5,4.3,2.8,0,0,3.74,3.15,1.16,65.3,13.9,55.2,2.3,25.3,27.4,9,45.2,34.2,20.7,0.296
54,Trevor Williams,PIT,SP,R,10.8,10.8,4.5,263.3,59.4,2.6,4.4,0,0,5.27,4.50,1.45,44.8,19.3,67.1,2.6,34.2,36.4,10,38.5,37.4,21.4,0.303
55,Danny Duffy,KC,SP,L,10.8,10.8,4.9,256.0,59.4,3.3,3.6,0,0,4.77,4.00,1.36,51.7,20.6,60.1,2.5,31.2,33.2,10,37.4,41.9,20.7,0.291
56,Max Fried,ATL,SP,L,10.8,10.8,5.8,252.8,59.4,4.0,3.2,0,0,3.67,3.52,1.31,58.8,21.4,56.5,2.7,24.3,26.8,6,51.6,24.7,21.0,0.304
57,Dylan Cease,CHW,SP,R,10.8,10.8,5.1,259.7,59.4,3.9,3.3,0,0,4.42,4.02,1.39,63.4,27.9,54.9,2.3,29.2,31.5,9,47.1,32.8,20.1,0.295
58,Robbie Ray,ARI,SP,L,11.4,11.4,5.2,256.6,59.3,3.5,3.7,0,0,4.32,3.68,1.36,68.6,28.3,52.3,2.2,28.5,30.5,9,38.0,38.2,21.1,0.293
59,Lucas Giolito,CHW,SP,R,10.8,10.8,5.2,247.9,58.3,3.9,3.0,0,0,4.24,3.43,1.26,67.4,22.4,51.3,2.6,27.4,29.4,9,40.9,39.0,20.1,0.289
60,Kenta Maeda,MIN,SP,R,10.8,10.8,4.8,252.1,58.3,4.0,3.2,0,0,4.59,3.86,1.33,58.9,20.6,56.9,2.3,30.5,32.5,10,38.7,40.5,20.8,0.292
61,Dakota Hudson,STL,SP,R,10.8,10.8,4.9,258.3,58.3,3.0,3.9,0,0,4.61,4.33,1.53,40.8,27.3,62.1,2.9,30.0,32.7,6,53.7,22.9,20.6,0.307
62,Lance Lynn,TEX,SP,R,11.4,11.4,5.6,243.3,58.1,4.0,2.9,0,0,3.84,3.27,1.23,63.0,19.9,51.8,2.4,24.6,26.6,8,43.2,36.3,20.5,0.295
63,Yusei Kikuchi,SEA,SP,L,11.4,11.4,4.7,250.4,58.1,3.1,3.9,0,0,4.77,4.02,1.38,46.7,19.6,60.7,2.1,30.5,32.7,10,44.0,36.0,20.0,0.296
64,Masahiro Tanaka,NYY,SP,R,9.9,9.9,4.9,244.8,57.4,3.8,3.1,0,0,4.50,3.73,1.29,50.4,13.0,60.8,1.9,29.1,31.3,10,46.6,33.4,20.1,0.297
65,Hyun-Jin Ryu,TOR,SP,L,10.8,10.8,5.1,242.2,57.2,3.6,3.1,0,0,4.28,3.65,1.26,51.0,12.8,59.5,1.9,27.3,29.5,9,46.6,33.0,20.4,0.300
66,John Means,BAL,SP,L,10.4,10.4,4.3,249.5,57.2,2.7,3.9,0,0,5.30,4.35,1.38,44.9,16.5,62.4,2.3,33.3,35.3,13,34.8,44.7,20.6,0.285
67,Zac Gallen,ARI,SP,R,10.8,10.8,5.1,244.2,57.2,3.3,3.5,0,0,4.29,3.62,1.31,58.7,21.5,53.3,2.4,27.2,29.3,8,40.5,35.7,21.1,0.294
68,Alex Cobb,BAL,SP,R,10.2,10.2,4.4,249.5,57.1,2.8,3.9,0,0,5.20,4.18,1.43,41.2,16.6,65.3,2.1,32.6,35.0,11,47.2,32.3,20.6,0.303
69,Yu Darvish,CHC,SP,R,11.4,11.4,5.3,237.9,57.0,3.6,3.1,0,0,3.99,3.10,1.22,64.3,19.4,50.4,2.6,25.6,27.4,8,41.3,35.3,20.7,0.295
70,Joey Lucchesi,SD,SP,L,11.4,11.4,4.9,247.7,57.0,3.1,3.7,0,0,4.50,4.10,1.37,50.3,20.8,57.2,2.0,28.3,30.5,8,43.1,33.9,20.3,0.296
71,Julio Teheran,LAA,SP,R,9.9,9.9,4.2,252.9,56.4,3.2,3.5,0,0,5.28,4.65,1.46,48.6,24.1,58.1,3.0,33.3,35.3,11,36.8,43.2,20.0,0.286
72,Dinelson Lamet,SD,SP,R,10.8,10.8,5.3,237.2,56.2,3.6,3.3,0,0,3.90,3.28,1.24,66.4,22.3,47.2,2.6,24.2,26.1,8,39.3,37.7,20.3,0.291
73,Anthony DeSclafani,CIN,SP,R,10.2,10.2,4.6,240.1,56.1,3.0,3.7,0,0,4.63,3.72,1.32,51.8,16.7,57.1,1.9,29.3,31.3,10,40.4,36.8,20.1,0.297
74,Anibal Sanchez,WSH,SP,R,10.2,10.2,4.2,246.4,56.1,2.8,3.9,0,0,5.16,4.31,1.42,45.9,19.1,60.6,2.0,32.6,34.7,11,38.2,38.4,20.7,0.294
75,Josh Lindblom,MIL,SP,R,10.2,10.2,4.6,240.5,56.1,2.9,3.5,0,0,4.68,3.74,1.32,51.4,16.6,57.3,2.3,29.5,31.4,10,39.6,37.0,20.7,0.296
76,Jakob Junis,KC,SP,R,9.5,9.5,4.6,241.8,56.1,3.1,3.5,0,0,4.80,3.86,1.34,49.9,17.1,57.9,3.2,29.7,31.7,10,42.1,37.2,20.7,0.298
77,Sonny Gray,CIN,SP,R,11.4,11.4,5.1,239.3,55.9,3.3,3.4,0,0,4.04,3.59,1.33,57.1,21.9,52.6,2.2,25.5,27.7,7,48.8,28.4,20.1,0.303
78,Steven Matz,NYM,SP,L,10.8,10.8,4.6,238.1,55.1,3.1,3.6,0,0,4.56,3.91,1.35,50.0,18.4,56.0,2.5,27.9,30.0,8,44.1,33.1,20.2,0.298
79,Tyler Glasnow,TB,SP,R,10.8,10.8,5.4,229.9,55.1,4.0,2.8,0,0,3.60,3.11,1.20,68.6,21.2,45.2,1.9,22.3,24.2,7,45.2,34.3,20.5,0.294
80,Mitch Keller,PIT,SP,R,10.8,10.8,5.0,237.4,55.1,3.1,3.6,0,0,4.26,3.74,1.35,56.1,21.1,53.3,2.4,25.7,27.7,7,44.2,31.7,21.4,0.305
81,Lance McCullers Jr.,HOU,SP,R,9.6,9.6,5.3,230.9,54.7,4.3,2.4,0,0,3.64,3.30,1.27,60.8,21.2,48.1,2.6,22.7,24.8,6,52.0,27.9,20.1,0.303
82,Adam Plutko,CLE,SP,R,9.6,9.6,3.8,241.2,54.7,3.0,3.7,0,0,5.56,4.54,1.40,42.8,15.7,60.8,1.8,34.6,36.4,13,31.7,47.7,20.7,0.284
83,Aaron Civale,CLE,SP,R,9.6,9.6,4.5,235.3,54.7,3.5,3.1,0,0,4.58,4.09,1.31,43.4,13.5,58.3,2.0,28.5,30.7,9,44.2,35.1,20.7,0.293
84,Zach Eflin,PHI,SP,R,10.2,10.2,4.0,237.0,54.1,2.6,3.8,0,0,5.20,4.27,1.41,41.7,16.3,60.1,2.3,31.5,33.6,10,41.0,36.4,19.9,0.294
85,Martin Perez,BOS,SP,L,10.8,10.8,4.5,237.2,54.0,3.6,2.9,0,0,4.53,4.30,1.43,43.0,18.9,58.4,1.7,27.8,30.1,8,49.0,29.8,21.2,0.306
86,Jose Urena,MIA,SP,R,9.6,9.6,4.3,236.4,53.8,2.5,3.9,0,0,4.87,4.40,1.43,39.0,18.1,59.0,2.9,28.9,31.1,8,44.4,33.0,19.9,0.300
87,Carlos Martinez,STL,SP,R,9.6,9.6,4.6,234.2,53.8,2.9,3.5,0,0,4.43,4.04,1.42,46.0,22.8,53.8,2.9,26.6,28.8,7,47.1,29.5,20.6,0.301
88,Antonio Senzatela,COL,SP,R,9.6,9.6,3.7,243.1,53.8,2.6,4.0,0,0,5.59,4.68,1.60,32.5,21.9,64.2,2.1,33.7,36.1,9,47.9,27.4,22.0,0.313
89,Ivan Nova,DET,SP,R,9.6,9.6,3.9,237.0,53.8,2.5,3.8,0,0,5.49,4.42,1.45,33.6,13.2,64.9,2.3,32.6,34.8,11,45.6,33.7,20.7,0.306
90,Rich Hill,MIN,SP,L,9.6,9.6,4.7,229.3,53.8,4.0,2.8,0,0,4.29,3.53,1.28,57.0,18.8,50.0,2.9,26.3,28.1,9,39.2,40.0,20.8,0.290
91,Merrill Kelly,ARI,SP,R,9.6,9.6,4.2,235.2,53.8,2.7,3.7,0,0,5.04,4.17,1.42,43.8,18.6,57.8,1.9,30.1,32.1,9,40.4,35.8,21.1,0.302
92,J.A. Happ,NYY,SP,L,9.6,9.6,4.4,231.9,53.8,3.6,3.1,0,0,4.70,3.86,1.33,49.9,16.7,55.1,2.0,28.5,30.4,10,41.3,38.6,20.1,0.293
93,Nathan Eovaldi,BOS,SP,R,10.2,10.2,4.7,225.3,53.0,3.9,2.7,0,0,4.15,3.63,1.30,52.2,17.0,51.8,1.9,25.0,27.0,8,45.2,33.7,21.2,0.300
94,Zack Godley,BOS,SP,R,9.6,9.6,3.9,236.1,52.8,3.2,3.2,0,0,5.12,4.55,1.51,42.0,22.3,57.3,2.6,30.7,32.9,9,45.4,33.4,21.2,0.303
95,Wade LeBlanc,BAL,SP,L,9.6,9.6,3.5,236.6,52.8,2.3,4.0,0,0,5.85,4.78,1.52,35.8,18.2,62.2,1.6,34.0,36.0,12,39.0,40.4,20.6,0.295
96,Zach Plesac,CLE,SP,R,9.6,9.6,4.1,230.6,52.8,3.2,3.2,0,0,4.87,4.26,1.37,43.8,16.3,55.9,2.1,29.2,31.2,10,40.4,38.9,20.7,0.291
97,Asher Wojciechowski,BAL,SP,R,10.2,10.2,3.4,229.3,52.0,2.3,3.8,0,0,5.78,4.28,1.43,45.8,19.6,54.8,2.7,33.0,34.7,13,30.5,49.0,20.6,0.281
98,Derek Holland,PIT,SP,L,9.6,9.6,4.0,232.8,51.8,2.4,3.8,0,0,5.20,4.59,1.52,45.1,23.6,55.2,2.1,29.4,31.4,9,38.3,37.6,21.4,0.301
99,Caleb Smith,MIA,SP,L,10.8,10.8,4.2,226.3,51.8,2.4,3.7,0,0,4.82,4.20,1.36,51.0,20.5,50.0,2.2,27.5,29.1,10,29.7,47.7,19.9,0.280
100,Jake Odorizzi,MIN,SP,R,10.1,10.1,4.3,221.0,51.5,3.6,2.7,0,0,4.48,3.74,1.30,54.1,17.8,48.9,1.8,26.3,27.9,9,33.9,45.3,20.8,0.288
101,Eduardo Rodriguez,BOS,SP,L,9.5,9.5,4.6,220.0,51.3,3.7,2.5,0,0,4.09,3.71,1.30,55.0,18.5,48.4,1.9,23.9,25.7,8,42.1,36.7,21.2,0.296
102,Jeff Samardzija,SF,SP,R,11.4,11.4,3.9,223.5,51.3,2.2,3.7,0,0,5.09,4.40,1.39,37.2,16.1,55.1,1.9,28.4,30.3,9,37.3,39.9,20.1,0.293
103,Adrian Houser,MIL,SP,R,10.2,10.2,4.3,221.9,51.0,3.0,3.3,0,0,4.52,3.92,1.41,44.2,19.6,52.2,2.4,25.9,28.0,7,49.2,27.5,20.7,0.305
104,Julio Urias,LAD,SP,L,9.6,9.6,4.6,218.7,50.9,3.4,2.9,0,0,4.09,3.86,1.32,50.7,20.7,46.3,2.4,23.4,25.3,7,40.9,36.6,19.8,0.286
105,Freddy Peralta,MIL,SP,R,9.6,9.6,4.2,220.7,50.9,2.9,3.3,0,0,4.62,3.67,1.39,57.4,25.9,45.0,2.1,26.4,28.1,8,35.2,41.4,20.7,0.289
106,Michael Wacha,NYM,SP,R,9.0,9.0,4.0,222.4,50.4,2.6,3.5,0,0,5.00,4.37,1.47,40.2,20.2,54.1,1.6,27.9,30.0,8,44.8,32.4,20.2,0.301
107,Jose Quintana,CHC,SP,L,9.3,9.3,4.3,216.3,50.2,3.0,3.1,0,0,4.44,4.02,1.36,41.4,15.9,52.3,1.6,25.1,27.0,7,42.7,33.9,20.7,0.299
108,Chris Bassitt,OAK,SP,R,9.6,9.6,4.3,213.2,49.9,3.3,2.8,0,0,4.42,3.77,1.32,44.3,17.5,48.2,3.0,24.7,26.6,7,43.2,36.4,20.4,0.292
109,Luke Weaver,ARI,SP,R,9.6,9.6,4.3,213.6,49.9,2.9,3.2,0,0,4.41,3.73,1.31,48.1,16.6,49.0,1.8,24.5,26.2,8,40.5,35.7,21.1,0.297
110,Griffin Canning,LAA,SP,R,9.6,9.6,4.4,213.7,49.9,3.5,2.7,0,0,4.26,3.73,1.27,51.2,16.9,46.6,2.5,23.8,25.5,8,41.1,38.9,20.0,0.290
111,Shohei Ohtani,LAA,SP,R,9.6,9.6,4.9,209.5,49.9,3.8,2.4,0,0,3.67,3.24,1.21,61.6,19.5,40.8,2.1,20.5,22.1,7,41.9,38.1,20.0,0.288
112,Jordan Lyles,TEX,SP,R,8.4,8.4,3.9,216.0,49.6,2.9,3.2,0,0,4.99,4.02,1.42,44.1,19.6,50.6,1.8,27.3,29.1,9,40.7,38.8,20.5,0.296
113,Alex Wood,LAD,SP,L,9.0,9.0,4.4,212.6,49.5,3.2,2.8,0,0,4.21,4.03,1.32,39.1,14.0,51.1,2.2,23.5,25.4,7,46.3,31.3,19.8,0.295
114,Zach Davies,SD,SP,R,9.6,9.6,3.6,220.5,49.0,2.3,3.6,0,0,5.26,4.98,1.49,30.7,16.4,56.7,1.9,28.5,30.6,8,43.2,33.8,20.3,0.300
115,Ross Stripling,LAD,SP,R,9.6,9.6,4.4,208.3,49.0,3.3,2.9,0,0,4.18,3.84,1.27,42.0,13.0,49.5,1.4,23.1,25.0,7,45.5,32.1,19.8,0.293
116,Steven Brault,PIT,SP,L,9.6,9.6,3.8,219.5,49.0,2.4,3.6,0,0,5.03,4.59,1.55,39.7,24.4,51.4,2.6,26.9,28.9,7,43.2,32.7,21.4,0.303
117,Glenn Sparkman,KC,SP,R,9.6,9.6,3.3,217.8,49.0,2.4,3.5,0,0,5.66,4.75,1.49,30.2,15.3,57.7,1.9,30.5,32.4,10,41.1,38.2,20.7,0.299
118,Trevor Richards,TB,SP,R,9.6,9.6,3.9,214.1,49.0,2.9,3.1,0,0,4.78,4.16,1.37,44.4,18.0,49.4,2.1,26.3,28.0,9,38.7,40.9,20.5,0.290
119,Gio Gonzalez,CHW,SP,L,9.6,9.6,3.9,218.2,49.0,3.0,3.0,0,0,4.88,4.55,1.47,42.3,20.9,50.9,1.6,26.6,28.6,8,44.5,35.5,20.1,0.298
120,Wade Miley,CIN,SP,L,10.2,10.2,4.1,217.1,49.0,2.7,3.3,0,0,4.56,4.37,1.46,39.5,19.6,52.0,2.0,25.2,27.3,7,49.3,27.9,20.1,0.304
121,Adam Wainwright,STL,SP,R,9.6,9.6,4.0,209.8,48.0,2.5,3.2,0,0,4.64,4.23,1.43,37.6,17.6,50.8,2.0,24.8,26.8,7,45.4,31.3,20.6,0.301
122,Spencer Turnbull,DET,SP,R,9.6,9.6,4.0,208.5,48.0,2.8,3.0,0,0,4.61,3.86,1.39,43.7,18.3,48.4,3.1,24.4,26.3,7,48.0,31.3,20.7,0.304
123,Jaime Barria,LAA,SP,R,9.6,9.6,3.6,210.0,48.0,2.9,3.0,0,0,5.15,4.36,1.36,40.0,15.0,50.3,1.9,27.6,29.2,10,34.4,45.6,20.0,0.283
124,Brendan McKay,TB,SP,L,9.6,9.6,4.6,201.7,48.0,3.4,2.6,0,0,3.82,3.42,1.21,52.4,15.2,43.0,1.7,20.6,22.2,7,41.0,38.6,20.5,0.288
125,Trent Thornton,TOR,SP,R,9.6,9.6,3.7,209.2,48.0,2.9,3.1,0,0,5.00,4.08,1.38,42.9,16.0,50.2,1.9,26.7,28.5,9,40.5,39.0,20.4,0.295
126,Taylor Clarke,ARI,SP,R,9.6,9.6,3.4,212.3,48.0,2.4,3.5,0,0,5.35,4.49,1.47,36.1,18.9,51.6,2.0,28.5,30.3,9,38.6,37.6,21.1,0.292
127,Brad Keller,KC,SP,R,8.1,8.1,4.0,209.7,47.8,2.7,3.0,0,0,4.74,4.28,1.47,36.6,20.2,50.2,2.0,25.0,27.0,6,49.5,29.8,20.7,0.304
128,Jorge Lopez,KC,SP,R,9.6,9.6,3.6,206.4,47.0,2.7,3.1,0,0,5.01,4.25,1.45,37.6,18.2,49.9,2.3,25.9,27.8,7,45.9,33.4,20.7,0.301
129,Jordan Montgomery,NYY,SP,L,10.2,10.2,3.8,202.2,46.9,3.1,2.7,0,0,4.68,3.83,1.34,44.7,15.4,47.5,1.5,24.8,26.4,9,40.4,39.5,20.1,0.294
130,Nate Pearson,TOR,SP,R,9.0,9.0,3.7,202.9,46.8,2.7,2.9,0,0,4.89,3.99,1.35,43.7,15.6,47.5,1.9,25.5,27.1,9,40.3,39.3,20.4,0.291
131,Jesus Luzardo,OAK,SP,L,9.0,9.0,4.4,197.1,46.8,3.4,2.3,0,0,3.85,3.49,1.26,46.9,16.1,42.8,1.9,20.2,21.9,6,45.7,33.8,20.4,0.293
